timestamp,source,command,duration_ms,success,internal_latency_us
2025-12-30T06:01:53.845Z,WebApp,start,64.99,True
2025-12-30T06:01:54.180Z,WebApp,start,77.38,True
2025-12-30T06:01:54.753Z,WebApp,stop,51.96,True
2025-12-30T06:01:55.213Z,WebApp,start,43.58,True
2025-12-30T06:01:55.686Z,WebApp,stop,87.24,True
2025-12-30T06:01:56.412Z,WebApp,start,62.09,True
2025-12-30T06:01:57.765Z,WebApp,emergency,40.49,True
2025-12-30T06:01:59.523Z,WebApp,reset,33.77,True
2025-12-30T06:05:30.509Z,WebApp,start,69.94,True
2025-12-30T06:05:31.962Z,WebApp,stop,93.87,True
2025-12-30T06:05:32.689Z,WebApp,stop,43.47,True
2025-12-30T06:05:33.539Z,WebApp,emergency,35.48,True
2025-12-30T06:05:34.326Z,WebApp,reset,17.09,True
2025-12-30T06:05:35.833Z,WebApp,emergency,59.19,True
2025-12-30T06:05:40.199Z,WebApp,reset,35.90,True
2025-12-30T06:06:22.477Z,WebApp,start,124.18,True
2025-12-30T06:06:23.417Z,WebApp,stop,240.39,True
2025-12-30T06:06:24.202Z,WebApp,stop,192.59,True
2025-12-30T06:06:25.338Z,WebApp,emergency,382.81,True
2025-12-30T06:06:25.957Z,WebApp,reset,87.71,True
2025-12-30T06:06:30.657Z,WebApp,start,405.89,True
2025-12-30T06:06:31.962Z,WebApp,stop,60.20,True
2025-12-30T06:06:33.410Z,WebApp,emergency,84.58,True
2025-12-30T06:06:34.329Z,WebApp,reset,88.02,True
2025-12-30T06:06:35.031Z,WebApp,emergency,62.50,True
2025-12-30T06:06:35.806Z,WebApp,emergency,47.69,True
2025-12-30T06:06:36.159Z,WebApp,reset,71.14,True
2025-12-30T06:06:36.694Z,WebApp,emergency,97.38,True
2025-12-30T06:06:42.300Z,WebApp,emergency,140.94,True
2025-12-30T06:06:42.310Z,WebApp,emergency,79.41,True
2025-12-30T06:06:42.323Z,WebApp,emergency,89.57,True
2025-12-30T06:06:42.331Z,WebApp,emergency,35.33,True
2025-12-30T06:06:42.341Z,WebApp,emergency,41.76,True
2025-12-30T06:06:42.349Z,WebApp,emergency,50.35,True
2025-12-30T06:06:43.453Z,WebApp,reset,31.27,True
2025-12-30T06:06:46.409Z,WebApp,start,64.16,True
2025-12-30T06:06:48.189Z,WebApp,stop,40.30,True
2025-12-30T06:06:50.947Z,WebApp,emergency,86.86,True
2025-12-30T06:06:52.180Z,WebApp,reset,119.06,True
2025-12-30T06:06:57.825Z,WebApp,start,320.62,True
2025-12-30T06:06:58.951Z,WebApp,stop,19.04,True
2025-12-30T06:07:14.196Z,WebApp,start,236.21,True
2025-12-30T06:07:15.537Z,WebApp,stop,41.08,True
2025-12-30T06:07:19.328Z,WebApp,emergency,117.68,True
